date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:22:45	18096/18096	---M--	200	added ('OK')	font/woff2	etag:%2246b0-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular.woff2	(from )
20:22:45	19004/19004	---M--	200	added ('OK')	font/woff2	etag:%224a3c-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular-Italic.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular-Italic.woff2	(from )
20:22:45	18212/18212	---M--	200	added ('OK')	font/woff2	etag:%224724-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold.woff2	(from )
20:22:46	19200/19200	---M--	200	added ('OK')	font/woff2	etag:%224b00-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold-Italic.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold-Italic.woff2	(from )
20:22:50	34700/34700	---M--	200	added ('OK')	font/woff2	etag:%22878c-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Light.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Light.woff2	(from )
20:22:51	34480/34480	---M--	200	added ('OK')	font/woff2	etag:%2286b0-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Regular.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Regular.woff2	(from )
20:22:52	38924/38924	---M--	200	added ('OK')	font/woff2	etag:%22980c-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Italic.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Italic.woff2	(from )
20:22:52	35652/35652	---M--	200	added ('OK')	font/woff2	etag:%228b44-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Bold.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Bold.woff2	(from )
20:22:53	1144/1144	---M--	200	added ('OK')	application/javascript	etag:%22478-5fdd735534980%22	wp-includes/blocks/navigation/view.min.js?ver=c24330f635f5cb9d5e0e	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/blocks/navigation/view.min92fd.js	(from )
20:22:54	7869/7869	---M--	200	added ('OK')	application/javascript	etag:%221ebd-5fdd735534980%22	wp-includes/blocks/navigation/view-modal.min.js?ver=f51363b18f0497ec84da	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/blocks/navigation/view-modal.minad7f.js	(from )
20:23:08	87482/87482	---M--	200	added ('OK')	application/javascript	etag:%22155ba-5fdd735534980%22	wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/js/jquery/jquery.min3088.js	(from )
20:23:11	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-5fdd735534980%22	wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/js/jquery/jquery-migrate.min5589.js	(from )
20:23:13	828/828	---M--	200	added ('OK')	text/xml	date:Mon,%2012%20Jun%202023%2013:23:11%20GMT	xmlrpc.php?rsd	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/xmlrpc0db0.php	(from )
20:23:46	346840/346840	---M--	200	added ('OK')	font/woff2	etag:%2254ad8-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	(from )
20:23:48	9505/9505	---M--	200	added ('OK')	application/javascript	etag:%222521-5fde8bf6cbab5%22	wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.7.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min808e.js	(from )
20:23:53	78811/78811	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:23:48%20GMT	cua-hang/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/index.html	(from )
20:23:54	3029/3029	---M--	200	added ('OK')	application/javascript	etag:%22bd5-5fde8bf6c7a83%22	wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.7.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min2922.js	(from )
20:23:59	110487/110487	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:23:54%20GMT	gio-hang/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/gio-hang/index.html	(from )
20:23:59	1834/1834	---M--	200	added ('OK')	application/javascript	etag:%2272a-5fde8bf6cf544%22	wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.7.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minbb76.js	(from )
20:24:02	428448/428448	---M--	200	added ('OK')	font/woff2	etag:%22689a0-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	(from )
20:24:03	52213/52213	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:24:00%20GMT	sample-page/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/sample-page/index.html	(from )
20:24:03	2139/2139	---M--	200	added ('OK')	application/javascript	etag:%2285b-5fde8bf6cb6cd%22	wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=7.7.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min2922.js	(from )
20:24:04	2938/2938	---M--	200	added ('OK')	application/javascript	etag:%22b7a-5fde8bf6c864c%22	wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=7.7.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min2922.js	(from )
20:24:05	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jun%202023%2013:24:04%20GMT	thanh-toan/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/thanh-toan/index.html	(from )
20:24:09	52150/52150	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:24:03%20GMT	tai-khoan/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/tai-khoan/index.html	(from )
20:24:11	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268c-5fde8bf6a9d08%22	wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:12	69214/69214	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:24:05%20GMT	blog/2023/06/12/hello-world/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/blog/2023/06/12/hello-world/index.html	(from )
20:24:12	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268c-5fde8bf6a9d08%22	wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:12	1304/1304	---M--	200	added ('OK')	font/woff	etag:%22518-5fde8bf6aa0ee%22	wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:12	1512/1512	---M--	200	added ('OK')	font/ttf	etag:%225e8-5fde8bf6aa0ee%22	wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:12	929/929	---M--	200	added ('OK')	image/svg+xml	etag:%223a1-5fde8bf6a9d08%22	wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:15	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c8-5fde8bf6aa550%22	wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:15	14176/14176	---M--	200	added ('OK')	font/woff	etag:%223760-5fde8bf6aad22%22	wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:17	14100/14100	---M--	200	added ('OK')	font/ttf	etag:%223714-5fde8bf6aa93a%22	wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:17	46770/46770	---M--	200	added ('OK')	image/svg+xml	etag:%22b6b2-5fde8bf6aa550%22	wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:19	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%229e-5fde8bf6ae8d5%22	wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from wp-content/plugins/woocommerce/assets/css/twenty-twenty-three.css?ver=7.7.2)
20:24:19	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c8-5fde8bf6aa550%22	wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from wp-content/plugins/woocommerce/assets/css/woocommerce-blocktheme.css?ver=7.7.2)
20:24:42	803384/803384	---M--	200	added ('OK')	font/ttf	etag:%22c4238-5fdd735534980%22	wp-content/themes/twentytwentythree/assets/fonts/inter/Inter-VariableFont_slnt,wght.ttf	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/themes/twentytwentythree/assets/fonts/inter/Inter-VariableFont_slnt,wght.ttf	(from )
20:25:09	1314966/1314966	---MC-	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:23:13%20GMT	wp-json/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/index.html	(from )
20:25:09	10435/10435	---M--	200	added ('OK')	text/css	etag:%2228c3-5fde8bf8570d6%22	wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=10.0.6	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style0a14.css	(from cua-hang/)
20:25:10	265346/265346	---M--	200	added ('OK')	text/css	etag:%2240c82-5fde8bf855d4f%22	wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=10.0.6	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style0a14.css	(from cua-hang/)
20:25:11	19443/19443	---M--	200	added ('OK')	text/css	etag:%224bf3-5fde75929aab5%22	wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from cua-hang/)
20:25:12	9423/9423	---M--	200	added ('OK')	text/css	etag:%2224cf-5fde7591fc1d7%22	wp-content/plugins/elementor/assets/css/common.min.css?ver=3.13.4	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/elementor/assets/css/common.mina44d.css	(from cua-hang/)
20:25:12	2035/2035	---M--	200	added ('OK')	text/css	etag:%227f3-5fde75921df5a%22	wp-content/plugins/elementor/assets/css/theme-light.min.css?ver=3.13.4	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/elementor/assets/css/theme-light.mina44d.css	(from cua-hang/)
20:25:13	20845/20845	---MC-	200	added ('OK')	application/rss+xml	etag:%22fa72b08b08c5bc9d662903f38f1a0594%22	cua-hang/feed/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/feed/index.html	(from cua-hang/)
20:25:19	25285/25285	---M--	200	added ('OK')	image/jpeg	etag:%2262c5-5fdeabe288da6%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T151623.948-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T151623.948-450x450.jpg	(from cua-hang/)
20:25:20	75741/75741	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:12%20GMT	san-pham/annya-kamidi/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/annya-kamidi/index.html	(from cua-hang/)
20:25:20	34945/34945	---M--	200	added ('OK')	image/jpeg	etag:%228881-5fdea04e2fb4a%22	wp-content/uploads/2023/06/doancuoiki-84-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-84-450x450.jpg	(from cua-hang/)
20:25:22	52917/52917	---M--	200	added ('OK')	image/jpeg	etag:%22ceb5-5fdea5d33c01d%22	wp-content/uploads/2023/06/doancuoiki-7-2-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-7-2-450x450.jpg	(from cua-hang/)
20:25:22	25583/25583	---M--	200	added ('OK')	image/jpeg	etag:%2263ef-5fdea5d0f0440%22	wp-content/uploads/2023/06/doancuoiki-6-2-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-6-2-450x450.jpg	(from cua-hang/)
20:25:29	79123/79123	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:19%20GMT	cua-hang/?add-to-cart=234	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/index77db.html	(from cua-hang/)
20:25:31	76826/76826	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:20%20GMT	san-pham/bun-of-flowers/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/bun-of-flowers/index.html	(from cua-hang/)
20:25:32	79125/79125	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:22%20GMT	cua-hang/?add-to-cart=252	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/indexeaa3.html	(from cua-hang/)
20:25:34	36880/36880	---M--	200	added ('OK')	image/jpeg	etag:%229010-5fdea0272f3d3%22	wp-content/uploads/2023/06/doancuoiki-60-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-60-450x450.jpg	(from cua-hang/)
20:25:38	76065/76065	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:32%20GMT	san-pham/buttercup/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/buttercup/index.html	(from cua-hang/)
20:25:40	34632/34632	---M--	200	added ('OK')	image/jpeg	etag:%228748-5fdea053f0631%22	wp-content/uploads/2023/06/doancuoiki-88-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-88-450x450.jpg	(from cua-hang/)
20:25:40	25410/25410	---M--	200	added ('OK')	image/jpeg	etag:%226342-5fdea047d017f%22	wp-content/uploads/2023/06/doancuoiki-79-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-79-450x450.jpg	(from cua-hang/)
20:25:40	79120/79120	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:34%20GMT	cua-hang/?add-to-cart=251	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/indexa528.html	(from cua-hang/)
20:25:42	29194/29194	---M--	200	added ('OK')	image/jpeg	etag:%22720a-5fdea024cbc42%22	wp-content/uploads/2023/06/doancuoiki-58-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-58-450x450.jpg	(from cua-hang/)
20:25:42	15961/15961	---M--	200	added ('OK')	image/jpeg	etag:%223e59-5fde9a97e5549%22	wp-content/uploads/2023/06/doancuoiki-39-1-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-39-1-450x450.jpg	(from cua-hang/)
20:25:48	89409/89409	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:40%20GMT	san-pham/carnation-sao-chep/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/carnation-sao-chep/index.html	(from cua-hang/)
20:25:49	76459/76459	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:40%20GMT	san-pham/chrysanthemum/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/chrysanthemum/index.html	(from cua-hang/)
20:25:50	79124/79124	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:42%20GMT	cua-hang/?add-to-cart=248	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/indexd9a5.html	(from cua-hang/)
20:25:50	39295/39295	---M--	200	added ('OK')	image/jpeg	etag:%22997f-5fdeabea8b63e%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T154413.879-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T154413.879-450x450.jpg	(from cua-hang/)
20:25:55	75947/75947	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:49%20GMT	san-pham/cry-tree/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/cry-tree/index.html	(from cua-hang/)
20:25:56	24087/24087	---M--	200	added ('OK')	image/jpeg	etag:%225e17-5fde918471034%22	wp-content/uploads/2023/06/doancuoiki-28-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-28-450x450.jpg	(from cua-hang/)
20:25:57	79119/79119	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:50%20GMT	cua-hang/?add-to-cart=244	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/index7188.html	(from cua-hang/)
20:25:58	3402/3402	---M--	200	added ('OK')	application/javascript	etag:%22d4a-5fdd735534980%22	wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/js/jquery/ui/mouse.min3f14.js	(from cua-hang/)
20:25:59	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5fdd735534980%22	wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/js/jquery/ui/core.min3f14.js	(from cua-hang/)
20:25:59	52917/52917	---M--	200	added ('OK')	image/jpeg	etag:%22ceb5-5fdea012c3164%22	wp-content/uploads/2023/06/doancuoiki-47-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-47-450x450.jpg	(from cua-hang/)
20:26:04	18321/18321	---M--	200	added ('OK')	application/javascript	etag:%224791-5fdd735534980%22	wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/js/jquery/ui/draggable.min3f14.js	(from cua-hang/)
20:26:09	86093/86093	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:56%20GMT	san-pham/daffodil/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/daffodil/index.html	(from cua-hang/)
20:26:14	79120/79120	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:59%20GMT	cua-hang/?add-to-cart=246	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/indexcb0b.html	(from cua-hang/)
20:26:14	76114/76114	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:25:59%20GMT	san-pham/evergreen/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/evergreen/index.html	(from cua-hang/)
20:26:15	78176/78176	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:26:04%20GMT	san-pham/evergreen-2/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/evergreen-2/index.html	(from cua-hang/)
20:26:16	18833/18833	---M--	200	added ('OK')	application/javascript	etag:%224991-5fdd735534980%22	wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/js/underscore.mind584.js	(from cua-hang/)
20:26:16	23848/23848	---M--	200	added ('OK')	application/javascript	etag:%225d28-5fdd735534980%22	wp-includes/js/backbone.min.js?ver=1.4.1	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/js/backbone.min330a.js	(from cua-hang/)
20:26:25	75665/75665	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:26:14%20GMT	san-pham/foxglove/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/foxglove/index.html	(from cua-hang/)
20:26:25	79120/79120	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:26:14%20GMT	cua-hang/?add-to-cart=280	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/index700a.html	(from cua-hang/)
20:26:26	79119/79119	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:26:16%20GMT	cua-hang/?add-to-cart=250	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/cua-hang/index1270.html	(from cua-hang/)
